Pope Leo IX;Eguisheim;FRANCE;1002;Male;NOBLEMAN
Ho Chi Minh;Nghe An Province;Vietnam;1890;Male;POLITICIAN
Franz Liszt;Raiding;Austria;1811;Male;MUSICIAN
Pope Damasus II;Duchy of Bavaria;Germany;1000;Male;RELIGIOUS FIGURE
Steven Seagal;Lansing;UNITED STATES;1952;Male;ACTOR
Richard Strauss;Munich;GERMANY;1864;Male;COMPOSER
Hugo von Hofmannsthal;Landstraße;Austria;1874;Male;WRITER
Lionel Jospin;Meudon;France;1937;Male;POLITICIAN
Gustave Moreau;Paris;FRANCE;1826;Male;ARTIST
Ferdinand Porsche;Liberec;Czech Republic;1875;Male;DESIGNER
Mike Nichols;Berlin;Germany;1931;Male;FILM DIRECTOR
Robert Wise;Winchester;UNITED STATES;1914;Male;FILM DIRECTOR
Herod the Great;Jericho;Palestine;-73;Male;POLITICIAN
Jessica Lange;Cloquet;UNITED STATES;1949;Female;ACTOR
David Ben-Gurion;Płońsk;POLAND;1886;Male;POLITICIAN
Enrico Caruso;Naples;ITALY;1873;Male;SINGER
Paul Scofield;Birmingham;UNITED KINGDOM;1922;Male;ACTOR
Georges Bizet;Paris;FRANCE;1838;Male;COMPOSER
Isabella Rossellini;Rome;Italy;1952;Female;MODEL
John Barrymore;Philadelphia;UNITED STATES;1882;Male;ACTOR
Count Basie;Red Bank;UNITED STATES;1904;Male;MUSICIAN
Martin Sheen;Dayton;UNITED STATES;1940;Male;ACTOR
Göran Persson;Vingåker;Sweden;1949;Male;POLITICIAN
Gottfried Benn;Mansfeld (Prignitz);Germany;1886;Male;WRITER
Paul Éluard;Saint-Denis;FRANCE;1895;Male;WRITER
Hero of Alexandria;Alexandria;Egypt;10;Male;MATHEMATICIAN
Faye Dunaway;Bascom;UNITED STATES;1941;Female;ACTOR
Jack Kirby;New York;UNITED STATES;1917;Male;COMIC ARTIST
Anna Nicole Smith;Harris County;UNITED STATES;1967;Female;CELEBRITY
Kareem Abdul-Jabbar;New York;UNITED STATES;1947;Male;BASKETBALL PLAYER
Kevin Federline;Fresno;UNITED STATES;1978;Male;COMPANION
Pedro de Valdivia;Villanueva de la Serena;SPAIN;1500;Male;MILITARY PERSONNEL
Abijam;Other;Unknown;-950;Male;POLITICIAN
Agrippa I;Other;Unknown;-10;Male;POLITICIAN
Ahaz;Other;Unknown;-764;Male;POLITICIAN
Bobby Robson;Sacriston;UNITED KINGDOM;1933;Male;SOCCER PLAYER
Artaxerxes I of Persia;Other;Unknown;-500;Male;POLITICIAN
Zedekiah;Other;Unknown;-618;Male;POLITICIAN
Zacharias;Jerusalem;Israel;-100;Male;RELIGIOUS FIGURE
Michael J. Fox;Edmonton;Canada;1961;Male;ACTOR
Frederick II, Holy Roman Emperor;Iesi;ITALY;1194;Male;POLITICIAN
Fernando Collor de Mello;Rio de Janeiro;BRAZIL;1949;Male;POLITICIAN
Tiglat-pileser III;Other;Unknown;-780;Male;POLITICIAN
Pope Pius VII;Cesena;ITALY;1742;Male;RELIGIOUS FIGURE
Justin Timberlake;Memphis;UNITED STATES;1981;Male;SINGER
Guido d'Arezzo;Paris;FRANCE;991;Male;COMPOSER
Tiberius Gracchus;Rome;ITALY;-168;Male;POLITICIAN
Philip II, Duke of Burgundy;Pontoise;France;1342;Male;NOBLEMAN
Victor Amadeus II of Sardinia;Turin;ITALY;1666;Male;POLITICIAN
Victor Amadeus III of Sardinia;Turin;ITALY;1726;Male;POLITICIAN
Ferdinand I of Bulgaria;Vienna;AUSTRIA;1861;Male;POLITICIAN
Charles Albert of Sardinia;Turin;Italy;1798;Male;POLITICIAN
Alfonso VI of Castile;Leon;Spain;1040;Male;POLITICIAN
Nicolas Steno;Copenhagen;DENMARK;1638;Male;GEOLOGIST
Ramon Llull;Palma;SPAIN;1232;Male;PHILOSOPHER
Necho II;Other;Unknown;-610;Male;POLITICIAN
Herbert Kitchener, 1st Earl Kitchener;Ballylongford;Ireland;1850;Male;ENGINEER
Selena;Lake Jackson;United States;1971;Female;SINGER
Phidias;Other;Unknown;-490;Male;SCULPTOR
Victor Emmanuel II of Italy;Turin;Italy;1820;Male;POLITICIAN
Bartolomé de Las Casas;Seville;SPAIN;1484;Male;WRITER
Victor Emmanuel III of Italy;Naples;ITALY;1869;Male;POLITICIAN
Umberto II of Italy;Racconigi;ITALY;1904;Male;POLITICIAN
Donatello;Florence;Italy;1386;Male;PAINTER
Leon M. Lederman;New York;UNITED STATES;1922;Male;PHYSICIST
Napoleon Bonaparte;Corsica;France;1769;Male;POLITICIAN
Alexander, Prince of Bulgaria;Verona;Italy;1857;Male;POLITICIAN
Charles Taze Russell;Allegheny;UNITED STATES;1852;Male;RELIGIOUS FIGURE
Henrik Dam;Copenhagen;DENMARK;1895;Male;CHEMIST
Gwen Stefani;Los Angeles;UNITED STATES;1969;Female;SINGER
Charles IX of Sweden;Tre Kronor;Sweden;1550;Male;POLITICIAN
Joseph John Thomson;Manchester;UNITED KINGDOM;1856;Male;PHYSICIST
Leopold Mozart;Augsburg;GERMANY;1719;Male;MUSICIAN
Lee Marvin;New York;UNITED STATES;1924;Male;ACTOR
Henri Barbusse;Asnières-sur-Seine;France;1873;Male;WRITER
Lady Margaret Beaufort;Bletsoe;United Kingdom;1443;Female;POLITICIAN
Charles I of Hungary;Naples;Italy;1288;Male;POLITICIAN
Debbie Reynolds;El Paso;UNITED STATES;1932;Female;ACTOR
Cyrano de Bergerac;Paris;FRANCE;1619;Male;WRITER
Dagobert I;Other;Unknown;603;Male;POLITICIAN
Clotaire II;Other;Unknown;584;Male;POLITICIAN
Mary Tudor;London;United Kingdom;1496;Female;COMPANION
Louis XI of France;Bourges;France;1423;Male;POLITICIAN
Robert Southey;Bristol;UNITED KINGDOM;1774;Male;WRITER
Margaret Tudor;London;United Kingdom;1489;Female;COMPANION
Maximilian Kolbe;Zduńska Wola;Poland;1894;Male;RELIGIOUS FIGURE
Jacques Cartier;Saint-Malo;France;1491;Male;EXPLORER
Alexander von Humboldt;Berlin;GERMANY;1769;Male;GEOGRAPHER
Alfonso XI of Castile;Salamanca;SPAIN;1311;Male;POLITICIAN
Alfonso II of Aragon;Huesca;SPAIN;1157;Male;POLITICIAN
Ferdinand III of Castile;Zamora;SPAIN;1199;Male;POLITICIAN
Alfonso VII of León;Caldas de Reis;SPAIN;1105;Male;POLITICIAN
Alfred Binet;Nice;FRANCE;1857;Male;PSYCHOLOGIST
Yves Montand;Monsummano Terme;ITALY;1921;Male;ACTOR
Francis II of France;Paris;France;1544;Male;POLITICIAN
Henry the Lion;Ravensburg;GERMANY;1129;Male;POLITICIAN
Charles V, Holy Roman Emperor;Ghent;Belgium;1500;Male;POLITICIAN
Ivan IV of Russia;Moscow;Russia;1530;Male;POLITICIAN
Larry Flynt;Magoffin County;United States;1942;Male;BUSINESSPERSON
Idi Amin;Koboko District;Uganda;1925;Male;POLITICIAN
Hafez al-Assad;Qardaha;Syria;1930;Male;POLITICIAN
François Duvalier;Port-au-Prince;HAITI;1907;Male;PHYSICIAN
Nathuram Godse;Baramati;INDIA;1910;Male;EXTREMIST
Patrick Stewart;Mirfield;UNITED KINGDOM;1940;Male;ACTOR
Henry the Young King;London;United Kingdom;1155;Male;POLITICIAN
Martin Scorsese;New York;UNITED STATES;1942;Male;FILM DIRECTOR
Porfirio Díaz;Oaxaca;MEXICO;1830;Male;POLITICIAN
John Backus;Philadelphia;UNITED STATES;1924;Male;COMPUTER SCIENTIST
Ed Gein;La Crosse County;United States;1906;Male;EXTREMIST
Manuel Noriega;Panama City;PANAMA;1934;Male;POLITICIAN
Geoffrey V Plantagenet, Count of Anjou;Le Mans;FRANCE;1113;Male;POLITICIAN
Vyacheslav Molotov;Sovetsk;Russia;1890;Male;POLITICIAN
Satyendra Nath Bose;Kolkata;India;1894;Male;PHYSICIST
Alfred Dreyfus;Mulhouse;FRANCE;1859;Male;MILITARY PERSONNEL
Marija Gimbutas;Vilnius;LITHUANIA;1921;Female;ARCHAEOLOGIST
Johnny Depp;Owensboro;UNITED STATES;1963;Male;ACTOR
Paul Walker;Los Angeles;UNITED STATES;1973;Male;ACTOR
Andrés Segovia;Linares;SPAIN;1893;Male;MUSICIAN
Francisco Vásquez de Coronado;Salamanca;SPAIN;1510;Male;EXPLORER
Martin Frobisher;Altofts;UNITED KINGDOM;1535;Male;EXPLORER
David Lean;Croydon;UNITED KINGDOM;1908;Male;FILM DIRECTOR
J. M. W. Turner;Covent Garden;United Kingdom;1775;Male;PAINTER
Prince William, Duke of Cambridge;London;United Kingdom;1982;Male;NOBLEMAN
Ricimer;Other;Unknown;405;Male;POLITICIAN
Otto Skorzeny;Vienna;Austria;1908;Male;MILITARY PERSONNEL
Louis Aragon;Paris;FRANCE;1897;Male;WRITER
John IV Laskaris;Istanbul;Turkey;1250;Male;POLITICIAN
Marvin Minsky;New York;UNITED STATES;1927;Male;COMPUTER SCIENTIST
Michael VIII Palaiologos;Anatolia;Turkey;1223;Male;POLITICIAN
Jules Dumont d'Urville;Condé-sur-Noireau;France;1790;Male;EXPLORER
Gangnihessou;Tado;Benin;1550;Male;POLITICIAN
Henri Fantin-Latour;Grenoble;FRANCE;1836;Male;PAINTER
Alexander Alekhine;Moscow;Russia;1892;Male;CHESSMASTER
Arminius;Germania;Germany;-18;Male;MILITARY PERSONNEL
Simon Stevin;Bruges;BELGIUM;1548;Male;MATHEMATICIAN
Frederick I of Prussia;Kaliningrad;Russia;1657;Male;POLITICIAN
Jean Giraudoux;Bellac;FRANCE;1882;Male;WRITER
Eugène Ionesco;Slatina;ROMANIA;1909;Male;WRITER
Pierre de Marivaux;Paris;FRANCE;1688;Male;WRITER
Edward Furlong;Los Angeles;UNITED STATES;1977;Male;ACTOR
Robert Englund;Los Angeles;UNITED STATES;1947;Male;ACTOR
Angela Merkel;Hamburg;Germany;1954;Female;POLITICIAN
Guido Westerwelle;Bad Honnef;GERMANY;1961;Male;POLITICIAN
Christian X of Denmark;Copenhagen;Denmark;1870;Male;POLITICIAN
Croesus;Other;Unknown;-595;Male;POLITICIAN
Zhang Ziyi;Beijing;China;1979;Female;ACTOR
Marin Mersenne;Oizé;France;1588;Male;MATHEMATICIAN
Saxo Grammaticus;Zealand;Denmark;1150;Male;HISTORIAN
Gabriel Fauré;Pamiers;FRANCE;1845;Male;COMPOSER
Bruno Bauer;Eisenberg;Germany;1809;Male;PHILOSOPHER
Frank Miller;Olney;UNITED STATES;1957;Male;COMIC ARTIST
Frédéric Auguste Bartholdi;Colmar;FRANCE;1834;Male;SCULPTOR
Carl von Ossietzky;Hamburg;GERMANY;1889;Male;SOCIAL ACTIVIST
Fernandel;Marseille;FRANCE;1903;Male;ACTOR
Amadeo I of Spain;Turin;Italy;1845;Male;POLITICIAN
Mary;Nazareth;Israel;-18;Female;RELIGIOUS FIGURE
Sandro Botticelli;Florence;ITALY;1445;Male;PAINTER
Totila;Treviso;ITALY;500;Male;POLITICIAN
Isaac II Angelos;Other;Unknown;1156;Male;POLITICIAN
Isaac I Komnenos;Other;Unknown;1005;Male;POLITICIAN
Edmund Hillary;Auckland;New Zealand;1919;Male;MOUNTAINEER
Milton Friedman;New York;UNITED STATES;1912;Male;ECONOMIST
M. Night Shyamalan;Mahé;India;1970;Male;FILM DIRECTOR
Larissa Latynina;Kherson;UKRAINE;1934;Female;GYMNAST
Věra Čáslavská;Prague;CZECH REPUBLIC;1942;Female;GYMNAST
Basil I;Charioupolis;Turkey;811;Male;POLITICIAN
Justin II;Other;Unknown;520;Male;POLITICIAN
Justinian II;Istanbul;Turkey;669;Male;POLITICIAN
Heraklonas;Other;Unknown;626;Male;POLITICIAN
Philippikos;Armenia;Armenia;650;Male;POLITICIAN
Leo V the Armenian;Other;Unknown;775;Male;POLITICIAN
Leo IV the Khazar;Other;Unknown;750;Male;POLITICIAN
Theodosios III;Istanbul;Turkey;700;Male;POLITICIAN
Nikephoros II;Cappadocia;Turkey;912;Male;POLITICIAN
Nikephoros III Botaneiates;Istanbul;Turkey;1002;Male;POLITICIAN
Romanos I;Lacape;Turkey;870;Male;POLITICIAN
Romanos II;Other;Unknown;938;Male;POLITICIAN
Emily Greene Balch;Boston;UNITED STATES;1867;Female;SOCIAL ACTIVIST
Romanos III;Other;Unknown;968;Male;POLITICIAN
Romanos IV;Other;Unknown;1030;Male;POLITICIAN
John II Komnenos;Istanbul;Turkey;1087;Male;POLITICIAN
Theophilos;Other;Unknown;813;Male;POLITICIAN
Irene;Athens;Greece;752;Female;POLITICIAN
Theodora;Istanbul;Turkey;984;Female;POLITICIAN
Theodore I Laskaris;Istanbul;Turkey;1174;Male;POLITICIAN
Theodore II Laskaris;İznik;Turkey;1220;Male;POLITICIAN
John III Doukas Vatatzes;Didymoteicho;GREECE;1192;Male;POLITICIAN
John V Palaiologos;Didymoteicho;GREECE;1332;Male;POLITICIAN
John VI Kantakouzenos;Istanbul;Turkey;1292;Male;POLITICIAN
John VII Palaiologos;Istanbul;Turkey;1370;Male;POLITICIAN
John VIII Palaiologos;Istanbul;Turkey;1392;Male;POLITICIAN
Alfonso III of León;Zamora;SPAIN;848;Male;POLITICIAN
Pope Constantine;Syria;Syria;664;Male;RELIGIOUS FIGURE
Constantius Chlorus;Dardani;Kosovo;250;Male;POLITICIAN
Yongle Emperor;Nanjing;CHINA;1360;Male;POLITICIAN
Numerian;Other;Unknown;200;Male;POLITICIAN
Nadia Comaneci;Onești;ROMANIA;1961;Female;GYMNAST
William the Silent;Dillenburg;GERMANY;1533;Male;POLITICIAN
Athanaric;Other;Unknown;318;Male;POLITICIAN
Michael I Rangabe;Other;Unknown;770;Male;POLITICIAN
Michael III;Istanbul;Turkey;840;Male;POLITICIAN
Michael II;Amorium;Turkey;770;Male;POLITICIAN
Michael IV the Paphlagonian;Paphlagonia;Turkey;1010;Male;POLITICIAN
Michael V;Paphlagonia;Turkey;1015;Male;POLITICIAN
Michael VI;Other;Unknown;1000;Male;POLITICIAN
Michael VII;Istanbul;Turkey;1050;Male;POLITICIAN
James Mason;Huddersfield;UNITED KINGDOM;1909;Male;ACTOR
Joe Lieberman;Stamford;UNITED STATES;1942;Male;POLITICIAN
Michael Moore;Flint;UNITED STATES;1954;Male;FILM DIRECTOR
Verner von Heidenstam;Olshammar;Sweden;1859;Male;WRITER
Jenna Jameson;Las Vegas;UNITED STATES;1974;Female;PORNOGRAPHIC ACTOR
Galerius;Gamzigrad;Serbia;260;Male;POLITICIAN
Probus;Sirmium;Serbia;232;Male;POLITICIAN
Licinius;Moesia;Serbia;250;Male;POLITICIAN
George Gamow;Odessa;Ukraine;1904;Male;PHYSICIST
Valentinian III;Ravenna;ITALY;419;Male;POLITICIAN
Gratian;Sirmium;Serbia;359;Male;POLITICIAN
Valentinian I;Vinkovci;CROATIA;321;Male;POLITICIAN
Valentinian II;Trier;GERMANY;371;Male;POLITICIAN
Nero Claudius Drusus;Rome;ITALY;-38;Male;MILITARY PERSONNEL
Harry Mulisch;Haarlem;NETHERLANDS;1927;Male;WRITER
Pedro de Alvarado;Badajoz;SPAIN;1485;Male;MILITARY PERSONNEL
Aristarchus of Samos;Samos Island;Greece;-310;Male;ASTRONOMER
Harold Shipman;Nottingham;UNITED KINGDOM;1946;Male;PHYSICIAN
Marcus Aemilius Lepidus;Rome;ITALY;-88;Male;POLITICIAN
Frederick Banting;Alliston;Canada;1891;Male;PHYSICIAN
Maximian;Sirmium;Serbia;250;Male;POLITICIAN
Archibald Hill;Bristol;UNITED KINGDOM;1886;Male;BIOLOGIST
Caesarion;Other;Egypt;-47;Male;POLITICIAN
Jean-Baptiste Biot;Paris;FRANCE;1774;Male;PHYSICIST
Jeremiah;Anathoth;Israel;-655;Male;RELIGIOUS FIGURE
Decius;Martinci;SERBIA;201;Male;POLITICIAN
Seneca the Younger;Córdoba;SPAIN;-4;Male;PHILOSOPHER
Majorian;Other;Unknown;420;Male;POLITICIAN
Hugh Capet of France;Paris;France;940;Male;POLITICIAN
Anton LaVey;Chicago;UNITED STATES;1930;Male;WRITER
Grand Duchess Anastasia Nikolaevna of Russia;Petergof;Russia;1901;Female;NOBLEMAN
Jean Chrétien;Shawinigan;CANADA;1934;Male;POLITICIAN
Jean-Pierre Jeunet;Roanne;France;1953;Male;FILM DIRECTOR
Folke Bernadotte;Stockholm;SWEDEN;1895;Male;DIPLOMAT
Juan Carlos I of Spain;Rome;Italy;1938;Male;NOBLEMAN
Flavius Aëtius;Silistra;Bulgaria;396;Male;MILITARY PERSONNEL
Paul Dukas;Paris;FRANCE;1865;Male;COMPOSER
Hippias;Other;Unknown;-460;Male;PHILOSOPHER
Nikolai Rimsky-Korsakov;Tikhvin;Russia;1844;Male;COMPOSER
Cato the Elder;Tusculum;Italy;-234;Male;WRITER
Walther Nernst;Wąbrzeźno;POLAND;1864;Male;CHEMIST
Amilcare Ponchielli;Paderno Ponchielli;ITALY;1834;Male;COMPOSER
Charles IX of France;Paris;France;1550;Male;POLITICIAN
Henry II of France;Paris;France;1519;Male;POLITICIAN
Luciano Berio;Oneglia;Italy;1925;Male;COMPOSER
Henry III of France;Paris;France;1551;Male;POLITICIAN
Marie de' Medici;Florence;Italy;1575;Female;NOBLEMAN
John Hanning Speke;Somerset;UNITED KINGDOM;1827;Male;MILITARY PERSONNEL
Carloman of Bavaria;Germany;Germany;830;Male;POLITICIAN
Louis the Child;Altötting;Germany;893;Male;POLITICIAN
Felix Mendelssohn-Bartholdy;Hamburg;GERMANY;1809;Male;COMPOSER
Max von Sydow;Lund;SWEDEN;1929;Male;ACTOR
Antonín Dvořák;Nelahozeves;CZECH REPUBLIC;1841;Male;COMPOSER
John Ruskin;London;UNITED KINGDOM;1819;Male;CRITIC
Charles VII of France;Paris;France;1403;Male;POLITICIAN
Bono;Dublin;IRELAND;1960;Male;MUSICIAN
Albert of Saxe-Coburg and Gotha;Coburg;Germany;1819;Male;NOBLEMAN
Louis Althusser;Birmendreïs;Algeria;1918;Male;PHILOSOPHER
Giovanni da Verrazano;Greve in Chianti;ITALY;1485;Male;EXPLORER
Maximinus Daia;Danube;Serbia;270;Male;POLITICIAN
Maxentius;Other;Unknown;278;Male;POLITICIAN
Kabir;Pratapgarh;India;1440;Male;PHILOSOPHER
Louis XIII of France;Paris;France;1601;Male;POLITICIAN
Vere Gordon Childe;Sydney;Australia;1892;Male;ARCHAEOLOGIST
John I of France;Paris;FRANCE;1316;Male;POLITICIAN
Philip IV of France;Paris;France;1268;Male;POLITICIAN
George Martin;HM Prison Holloway;UNITED KINGDOM;1926;Male;MUSICIAN
John Brown;Torrington;UNITED STATES;1800;Male;SOCIAL ACTIVIST
Louis-Philippe I of France;Paris;FRANCE;1773;Male;POLITICIAN
Luís de Camões;Coimbra;PORTUGAL;1524;Male;WRITER
J. Christopher Stevens;Grass Valley;UNITED STATES;1960;Male;DIPLOMAT
Charles VI of France;Paris;FRANCE;1368;Male;POLITICIAN
Antinous;Bithynia;Greece;111;Male;COMPANION
Diego Velázquez;Seville;SPAIN;1599;Male;ARTIST
Mithridates II of Parthia;Other;Unknown;-150;Male;POLITICIAN
Charles V of France;Vincennes;France;1338;Male;POLITICIAN
Ctesias;Knidos;TURKEY;-440;Male;PHYSICIAN
Cyrus the Younger;Other;Unknown;-420;Male;POLITICIAN
Fergie;Los Angeles;United States;1975;Female;SINGER
Philip VI of France;Fontainebleau;FRANCE;1293;Male;POLITICIAN
John II of France;Le Mans;FRANCE;1319;Male;POLITICIAN
Carloman, son of Charles Martel;Other;Unknown;716;Male;POLITICIAN
Charles VIII of France;Loire ;France;1470;Male;POLITICIAN
Gaius Cassius Longinus;Other;Unknown;-85;Male;POLITICIAN
Murray Rothbard;New York;UNITED STATES;1926;Male;ECONOMIST
Louis XII of France;Blois;France;1462;Male;POLITICIAN
Juan Antonio Samaranch;Barcelona;SPAIN;1920;Male;POLITICIAN
Albert Uderzo;Fismes;France;1927;Male;COMIC ARTIST
Pope Nicholas II;Mercury;France;990;Male;RELIGIOUS FIGURE
Pope Vitalian;Segni;ITALY;600;Male;RELIGIOUS FIGURE
Charles the Simple;Other;Unknown;879;Male;POLITICIAN
Gaspard Monge;Beaune;FRANCE;1746;Male;MATHEMATICIAN
John Entwistle;Chiswick;United Kingdom;1944;Male;MUSICIAN
Carinus;Dalmatia;CROATIA;230;Male;POLITICIAN
Zinedine Zidane;Marseille;FRANCE;1972;Male;SOCCER PLAYER
Zeno;Zenonopolis;Turkey;425;Male;POLITICIAN
Emilio Butragueño;Madrid;SPAIN;1963;Male;SOCCER PLAYER
Brian Boru;Killaloe;Ireland;941;Male;POLITICIAN
Tyson Chandler;Hanford;UNITED STATES;1982;Male;BASKETBALL PLAYER
Al-Razi;Ray;Iran;865;Male;PHYSICIAN
Julie Andrews;Walton-on-Thames;UNITED KINGDOM;1935;Female;ACTOR
Damon Hill;Hampstead;UNITED KINGDOM;1960;Male;RACECAR DRIVER
Van Morrison;Belfast;United Kingdom;1945;Male;SINGER
Louis IV of France;France;France;920;Male;POLITICIAN
Louis VI of France;Paris;FRANCE;1081;Male;POLITICIAN
Archilochus;Paros;GREECE;-680;Male;WRITER
Louis X of France;Paris;FRANCE;1289;Male;POLITICIAN
Simonides of Ceos;Other;Unknown;-556;Male;WRITER
Alcman;Other;Unknown;-700;Male;WRITER
Harun al-Rashid;Tehran;Iran;763;Male;POLITICIAN
Aulus Gellius;Rome;ITALY;130;Male;WRITER
Philip I of France;Champagne-et-Fontaine;France;1052;Male;POLITICIAN
Philip III of France;Poissy;France;1245;Male;POLITICIAN
David Attenborough;Isleworth;United Kingdom;1926;Male;PRESENTER
Philip V of France;Lyon;FRANCE;1293;Male;POLITICIAN
Charles IV of France;Clermont;FRANCE;1294;Male;POLITICIAN
Marcel Lefebvre;Tourcoing;France;1905;Male;RELIGIOUS FIGURE
Hans Geiger;Neustadt an der Weinstraße;Germany;1882;Male;PHYSICIST
Yusuf Islam;Marylebone;UNITED KINGDOM;1948;Male;MUSICIAN
Michael Douglas;New Brunswick;UNITED STATES;1944;Male;ACTOR
Merton Miller;Boston;UNITED STATES;1923;Male;ECONOMIST
Samuel Barber;West Chester;United States;1910;Male;COMPOSER
Francisco Gento;Cantabria;SPAIN;1933;Male;SOCCER PLAYER
Roger II of Sicily;Mileto;ITALY;1095;Male;POLITICIAN
Mel Brooks;New York;UNITED STATES;1926;Male;FILM DIRECTOR
Robert II of France;Orléans;France;972;Male;POLITICIAN
Hans Christian Gram;Copenhagen;DENMARK;1853;Male;BIOLOGIST
Ralph Vaughan Williams;Down Ampney;UNITED KINGDOM;1872;Male;COMPOSER
William Pitt the Younger;London;United Kingdom;1759;Male;POLITICIAN
Valéry Giscard d'Estaing;Koblenz;GERMANY;1926;Male;POLITICIAN
Alphonse Daudet;Nîmes;France;1840;Male;WRITER
Serge Gainsbourg;Paris;FRANCE;1928;Male;SINGER
Mausolus;Other;Unknown;-400;Male;POLITICIAN
Athalaric;Other;Unknown;516;Male;POLITICIAN
Louis VIII of France;Paris;FRANCE;1187;Male;POLITICIAN
Pindar;Boeotia;Greece;-522;Male;WRITER
Matilda of Flanders;Other;France;1031;Female;COMPANION
Carloman, son of Pippin III;Other;Unknown;751;Male;POLITICIAN
Lucas Cranach the Elder;Kronach;Germany;1472;Male;ARTIST
Giovanni Gabrieli;Venice;ITALY;1554;Male;COMPOSER
Giuseppe Piazzi;Ponte in Valtellina;ITALY;1746;Male;ASTRONOMER
Shigeru Miyamoto;Sonobe;JAPAN;1952;Male;GAME DESIGNER
Praxiteles;Athens;Greece;-400;Male;SCULPTOR
Igor Tamm;Vladivostok;Russia;1895;Male;PHYSICIST
Manu Chao;Paris;FRANCE;1961;Male;SINGER
Diogenes Laertius;Other;Unknown;-3500;Male;WRITER
Norodom Sihanouk;Phnom Penh;Cambodia;1922;Male;POLITICIAN
Le Duc Tho;Hà Nam Province;Vietnam;1911;Male;SOCIAL ACTIVIST
Vandana Shiva;Dehradun;India;1952;Female;SOCIAL ACTIVIST
Dean Acheson;Middletown;UNITED STATES;1893;Male;DIPLOMAT
John Foster Dulles;Washington, D.C.;United States;1888;Male;POLITICIAN
Alexander Haig;Bala Cynwyd;UNITED STATES;1924;Male;MILITARY PERSONNEL
William Westmoreland;Saxon;United States;1914;Male;MILITARY PERSONNEL
The Rock;San Francisco-Bay Area;UNITED STATES;1972;Male;ACTOR
Lev Landau;Baku;AZERBAIJAN;1908;Male;PHYSICIST
Helena Bonham Carter;Golders Green;UNITED KINGDOM;1966;Female;ACTOR
Philippe II, Duke of Orléans;Paris;France;1674;Male;NOBLEMAN
Anne of Austria;Valladolid;Spain;1601;Female;NOBLEMAN
Paul Klee;Münchenbuchsee;SWITZERLAND;1879;Male;PAINTER
Statius;Naples;ITALY;45;Male;WRITER
Decimius Magnus Ausonius;Bordeaux;FRANCE;310;Male;WRITER
Stilicho;Other;Unknown;359;Male;MILITARY PERSONNEL
Juliana of the Netherlands;The Hague;Netherlands;1909;Female;POLITICIAN
Beatrix of the Netherlands;Soest;Netherlands;1938;Female;POLITICIAN
Euric;Other;Unknown;415;Male;POLITICIAN
Hussein of Jordan;Amman;JORDAN;1935;Male;POLITICIAN
Elliott Smith;Omaha;UNITED STATES;1969;Male;MUSICIAN
Robin Tunney;Chicago;UNITED STATES;1972;Female;ACTOR
Liza Minnelli;Los Angeles;UNITED STATES;1946;Female;ACTOR
Uthman ibn Affan;Mecca;Saudi Arabia;579;Male;POLITICIAN
Umar;Mecca;Saudi Arabia;586;Male;POLITICIAN
Ahmed Yassin;Ashkelon;Israel;1937;Male;RELIGIOUS FIGURE
François Rabelais;Chinon;France;1483;Male;WRITER
Unas;Other;Unknown;-2400;Male;POLITICIAN
Ahmose I;Thebes;Egypt;-1560;Male;POLITICIAN
Katey Sagal;Los Angeles;UNITED STATES;1954;Female;ACTOR
Harold Macmillan;Chelsea;UNITED KINGDOM;1894;Male;POLITICIAN
Hamid Karzai;Karz;AFGHANISTAN;1957;Male;POLITICIAN
Kate Mulgrew;Dubuque;UNITED STATES;1955;Female;ACTOR
Davy Crockett;Limestone;United States;1786;Male;EXPLORER
Rachel Carson;Springdale;United States;1907;Female;BIOLOGIST
Hugo Sánchez;Mexico City;MEXICO;1958;Male;COACH
Michael Jordan;New York;UNITED STATES;1963;Male;BASKETBALL PLAYER
Brian Jones;Cheltenham;UNITED KINGDOM;1942;Male;MUSICIAN
Paul Hindemith;Hanau;Germany;1895;Male;COMPOSER
Pedro II of Brazil;Rio de Janeiro;BRAZIL;1825;Male;POLITICIAN
Pedro I of Brazil;Lisbon;Portugal;1798;Male;POLITICIAN
Rainer Werner Fassbinder;Bad Wörishofen;Germany;1945;Male;FILM DIRECTOR
Alfred Adler;Rudolfsheim-Fünfhaus;Austria;1870;Male;PSYCHOLOGIST
Claude Lorrain;Vosges;FRANCE;1600;Male;PAINTER
Gaius Marius;Arpino;ITALY;-157;Male;DIPLOMAT
Olympias;Other;Unknown;-375;Female;COMPANION
Thomas Newcomen;Dartmouth;United Kingdom;1664;Male;INVENTOR
James Prescott Joule;Manchester;UNITED KINGDOM;1818;Male;PHYSICIST
Denis Papin;Chitenay;France;1647;Male;INVENTOR
Murray Gell-Mann;New York;UNITED STATES;1929;Male;PHYSICIST
Franz Brentano;Boppard;Germany;1838;Male;PHILOSOPHER
Tina Turner;Nutbush;UNITED STATES;1939;Female;SINGER
Marc-Antoine Charpentier;Paris;FRANCE;1643;Male;COMPOSER
Heinrich Böll;Cologne;GERMANY;1917;Male;WRITER
Boris Vian;Ville-d'Avray;France;1920;Male;WRITER
Friedrich Wilhelm Murnau;Bielefeld;Germany;1888;Male;FILM DIRECTOR
Dino Buzzati;Belluno;ITALY;1906;Male;WRITER
Epaminondas;Thebes;Greece;-410;Male;POLITICIAN
